YEARS_OF_PROFESSIONAL_EXPERIENCE
"5-7 years"
"8 - 10 years"
"2 - 4 years"
"21 - 30 years"
"11 - 20 years"
"1 year or less"
"41 years or more"
"31 - 40 years"
